                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    207,                 1.3424,                0.15331,                      0,                0.61684,                0.84321,                0.85859,                0.88368,                0.91778,                0.49262,                0.88999,                0.91158,                0.95765,                0.91363,                 1.6313,                0.19934,                      0,                0.71803,                0.88485,              0.0011882,              0.0011882,              0.0011882
                    208,                 1.3488,                 0.1575,                      0,                0.62439,                 0.8501,                0.86577,                0.87324,                0.91413,                0.49477,                 0.9063,                0.90818,                0.95627,                 0.9077,                 1.6771,                0.19913,                      0,                 0.7376,                0.88678,              0.0011842,              0.0011842,              0.0011842
                    209,                 1.2874,                0.13773,                      0,                0.60992,                0.83899,                 0.8814,                0.87229,                0.92237,                0.51109,                0.91049,                0.90731,                0.96357,                0.91426,                 1.6523,                0.20607,                      0,                0.70208,                0.88529,              0.0011803,              0.0011803,              0.0011803
                    210,                 1.2899,                0.14325,                      0,                0.59965,                0.83523,                0.91934,                0.85612,                0.93678,                0.50832,                 0.8903,                0.92958,                0.96313,                0.89859,                  1.637,                0.22309,                      0,                 0.6887,                0.88482,              0.0011763,              0.0011763,              0.0011763
                    211,                 1.2935,                0.13696,                      0,                0.59747,                 0.8504,                0.87671,                0.90141,                 0.9345,                0.50286,                0.89568,                0.92712,                0.95942,                 0.9024,                 1.6524,                0.22663,                      0,                0.68625,                0.88412,              0.0011724,              0.0011724,              0.0011724
                    212,                 1.2779,                 0.1303,                      0,                0.60209,                  0.841,                 0.9025,                0.89202,                0.93335,                0.52215,                0.90402,                 0.9286,                0.96325,                0.90644,                 1.6293,                0.22878,                      0,                0.67978,                0.88017,              0.0011684,              0.0011684,              0.0011684
                    213,                 1.2673,                 0.1444,                      0,                0.59389,                0.83666,                0.88579,                0.89202,                0.92863,                0.49019,                0.91687,                0.93427,                0.96854,                0.91432,                 1.6955,                0.21234,                      0,                0.71544,                0.88753,              0.0011644,              0.0011644,              0.0011644
                    214,                 1.2805,                0.14172,                      0,                0.62274,                0.83936,                0.89086,                0.87324,                0.91835,                0.51038,                0.89626,                0.93287,                0.96001,                0.91369,                 1.6146,                0.20239,                      0,                0.68281,                0.88433,              0.0011605,              0.0011605,              0.0011605
                    215,                 1.2963,                0.14871,                      0,                0.60427,                0.84801,                0.87541,                0.87793,                0.92105,                0.47621,                0.89916,                0.90141,                0.95108,                0.90776,                 1.6953,                0.19627,                      0,                0.72275,                0.89443,              0.0011565,              0.0011565,              0.0011565
                    216,                 1.3138,                0.15795,                      0,                0.62142,                0.84412,                0.89533,                0.88732,                0.93563,                0.49359,                0.90955,                0.90141,                0.95269,                0.91525,                 1.6269,                0.18012,                      0,                0.70625,                0.88098,              0.0011526,              0.0011526,              0.0011526
                    217,                 1.3146,                0.14311,                      0,                0.61648,                0.84482,                0.87868,                 0.9061,                0.93534,                0.50463,                0.90153,                0.94558,                 0.9641,                0.91741,                 1.6264,                0.19073,                      0,                0.69826,                0.88265,              0.0011486,              0.0011486,              0.0011486
                    218,                 1.3113,                 0.1456,                      0,                 0.6129,                0.83751,                0.88013,                0.89671,                0.94044,                0.50812,                0.90093,                0.92958,                0.96715,                0.91585,                 1.6276,                 0.1927,                      0,                0.68327,                0.88355,              0.0011446,              0.0011446,              0.0011446
                    219,                 1.3056,                0.14078,                      0,                0.61249,                0.84198,                0.86935,                0.92488,                0.95487,                0.52283,                  0.887,                0.94366,                0.96841,                0.92189,                 1.6254,                0.20491,                      0,                0.68028,                 0.8848,              0.0011407,              0.0011407,              0.0011407
                    220,                 1.2876,                0.13485,                      0,                0.60111,                0.83868,                0.91055,                0.87793,                0.93508,                0.50602,                0.90694,                0.91512,                0.96269,                0.91864,                 1.6317,                0.20457,                      0,                0.69129,                0.88212,              0.0011367,              0.0011367,              0.0011367
                    221,                 1.2589,                0.14677,                      0,                0.59732,                0.84034,                0.88847,                0.92019,                0.94398,                 0.5153,                0.90102,                0.94026,                0.96383,                0.91154,                 1.6286,                0.19945,                      0,                0.69644,                0.87956,              0.0011328,              0.0011328,              0.0011328
                    222,                 1.2979,                0.15013,                      0,                0.60167,                0.83598,                0.87823,                0.91425,                0.93951,                 0.5061,                 0.9059,                0.92488,                0.95882,                0.89892,                 1.6404,                0.24039,                      0,                 0.7065,                0.88527,              0.0011288,              0.0011288,              0.0011288
                    223,                 1.2504,                0.13623,                      0,                0.58773,                0.83427,                0.89129,                0.88528,                0.93163,                0.51248,                0.88802,                0.92019,                0.95506,                  0.901,                 1.6057,                0.22271,                      0,                0.71519,                0.87754,              0.0011248,              0.0011248,              0.0011248
                    224,                 1.2587,                0.13515,                      0,                0.59145,                0.84056,                0.86647,                0.91394,                0.93403,                0.51319,                0.89415,                0.92488,                0.95728,                0.90594,                   1.62,                 0.2197,                      0,                0.71383,                 0.8828,              0.0011209,              0.0011209,              0.0011209
                    225,                 1.3018,                0.14043,                      0,                0.60075,                0.84016,                0.86525,                0.90141,                0.93257,                0.50877,                 0.9145,                0.91549,                0.96177,                 0.9057,                 1.6343,                0.22141,                      0,                0.70908,                0.88342,              0.0011169,              0.0011169,              0.0011169
                    226,                 1.2797,                 0.1414,                      0,                 0.5923,                0.84185,                0.87787,                0.87739,                0.91125,                 0.4637,                0.89864,                 0.9061,                0.95007,                0.90394,                 1.7325,                0.19164,                      0,                0.72377,                0.89474,               0.001113,               0.001113,               0.001113
                    227,                 1.2777,                0.12726,                      0,                0.59052,                  0.832,                0.91377,                0.89553,                0.94097,                0.50481,                0.92814,                0.90961,                0.95481,                0.90711,                 1.6367,                0.20923,                      0,                0.71148,                0.88258,               0.001109,               0.001109,               0.001109
                    228,                 1.3314,                0.14863,                      0,                0.60907,                0.84174,                0.88535,                 0.9061,                0.93118,                0.50735,                0.90831,                0.93013,                0.95874,                0.91191,                 1.6434,                0.21064,                      0,                0.70899,                 0.8869,               0.001105,               0.001105,               0.001105
                    229,                  1.261,                 0.1289,                      0,                0.58956,                0.83868,                0.88236,                0.87793,                0.91648,                0.50421,                0.90679,                0.90141,                 0.9592,                0.91805,                 1.6499,                0.18318,                      0,                0.71228,                0.88659,              0.0011011,              0.0011011,              0.0011011
                    230,                 1.2612,                0.13242,                      0,                0.58901,                0.84091,                0.89436,                0.87448,                0.92123,                0.50565,                0.90601,                0.90508,                 0.9597,                0.91894,                 1.6307,                0.18005,                      0,                0.69375,                0.88193,              0.0010971,              0.0010971,              0.0010971
                    231,                 1.2487,                0.13524,                      0,                0.57753,                 0.8361,                0.90449,                0.89202,                0.92085,                0.50404,                0.92398,                0.91549,                0.96343,                0.92262,                 1.6362,                0.17839,                      0,                0.67346,                0.88098,              0.0010932,              0.0010932,              0.0010932
                    232,                 1.2265,                0.13995,                      0,                0.59478,                0.84013,                0.89602,                0.86854,                0.93198,                0.50941,                0.89953,                 0.9108,                0.96375,                0.91431,                 1.6214,                 0.1838,                      0,                0.66881,                 0.8816,              0.0010892,              0.0010892,              0.0010892
                    233,                 1.2771,                0.14925,                      0,                0.59413,                0.83682,                0.88732,                0.88733,                0.91849,                0.50023,                0.90727,                0.91549,                0.95834,                0.90939,                 1.6384,                0.21449,                      0,                0.67329,                0.88587,              0.0010852,              0.0010852,              0.0010852
                    234,                 1.2522,                0.13755,                      0,                0.58905,                0.83228,                0.88559,                0.87218,                0.91408,                0.48545,                0.88775,                0.92822,                0.95146,                0.90644,                 1.6546,                0.21157,                      0,                0.72726,                0.89205,              0.0010813,              0.0010813,              0.0010813
                    235,                 1.2396,                0.14728,                      0,                0.58012,                 0.8392,                0.92093,                0.87793,                0.92939,                0.50584,                0.92518,                0.92887,                0.96776,                0.92599,                 1.6611,                0.18642,                      0,                0.68867,                0.88904,              0.0010773,              0.0010773,              0.0010773
                    236,                 1.2479,                0.13234,                      0,                0.57731,                0.83798,                0.88264,                0.89671,                0.92987,                0.51076,                0.90575,                0.92019,                 0.9609,                0.90866,                 1.6348,                 0.2113,                      0,                0.68368,                0.88649,              0.0010734,              0.0010734,              0.0010734
                    237,                 1.2736,                0.14733,                      0,                0.58999,                0.83918,                0.88094,                0.86843,                0.92313,                0.50219,                0.91428,                0.90129,                 0.9625,                 0.9224,                  1.646,                 0.1942,                      0,                0.68912,                0.89017,              0.0010694,              0.0010694,              0.0010694
                    238,                 1.2639,                0.16278,                      0,                0.59444,                0.83619,                0.90029,                0.89016,                 0.9341,                0.49947,                0.91999,                0.91549,                0.96576,                0.92043,                 1.6225,                0.19141,                      0,                0.68941,                0.88795,              0.0010654,              0.0010654,              0.0010654
                    239,                 1.2377,                0.13221,                      0,                0.58161,                 0.8376,                0.87624,                0.89202,                0.92586,                0.49528,                 0.8972,                0.92958,                0.95892,                0.91094,                 1.6243,                0.19006,                      0,                0.70141,                0.88656,              0.0010615,              0.0010615,              0.0010615
                    240,                 1.2506,                0.12877,                      0,                0.58683,                0.83487,                0.86745,                0.92173,                0.94336,                0.49882,                0.88512,                 0.9405,                 0.9623,                0.91422,                  1.641,                0.17805,                      0,                0.69346,                0.88324,              0.0010575,              0.0010575,              0.0010575
                    241,                 1.2465,                 0.1327,                      0,                0.58047,                0.83597,                0.88365,                0.89145,                0.92947,                0.49552,                0.90689,                0.91458,                0.96115,                0.91101,                 1.6572,                0.20881,                      0,                0.68496,                0.88468,              0.0010536,              0.0010536,              0.0010536
                    242,                 1.2453,                0.14177,                      0,                0.58541,                0.83766,                  0.885,                0.90321,                0.92012,                0.50212,                0.89861,                0.93897,                0.95301,                0.90913,                 1.6078,                 0.1957,                      0,                0.69549,                0.87908,              0.0010496,              0.0010496,              0.0010496
                    243,                 1.2367,                0.13977,                      0,                0.58124,                0.83885,                0.89866,                 0.9159,                  0.943,                 0.5041,                0.91204,                0.92488,                0.96075,                0.91061,                 1.6203,                0.20766,                      0,                0.66971,                0.87837,              0.0010456,              0.0010456,              0.0010456
                    244,                 1.2424,                0.12861,                      0,                0.58952,                0.83365,                0.89002,                0.91188,                0.94206,                0.50538,                0.89623,                0.93427,                0.96224,                0.91782,                 1.6173,                0.21284,                      0,                0.67456,                0.88093,              0.0010417,              0.0010417,              0.0010417
                    245,                 1.2087,                0.13007,                      0,                 0.5723,                0.83567,                0.90434,                0.89671,                0.93946,                0.52007,                0.91887,                 0.9108,                0.95742,                0.91829,                 1.6606,                0.20231,                      0,                0.69363,                0.88849,              0.0010377,              0.0010377,              0.0010377
                    246,                 1.2382,                0.13131,                      0,                0.58111,                0.83586,                0.90076,                0.87793,                0.94078,                0.51286,                0.91089,                0.89202,                0.95974,                0.92023,                 1.6339,                0.19401,                      0,                0.69341,                 0.8849,              0.0010338,              0.0010338,              0.0010338
                    247,                 1.2696,                0.12808,                      0,                0.57977,                0.83369,                0.87793,                0.91167,                0.93748,                0.49612,                  0.896,                0.93029,                0.96248,                0.91626,                 1.6364,                0.18677,                      0,                0.67933,                0.88485,              0.0010298,              0.0010298,              0.0010298
                    248,                  1.244,                 0.1264,                      0,                0.58091,                0.83913,                0.89334,                 0.9061,                0.93185,                0.49429,                0.90722,                0.92019,                0.95291,                 0.9008,                 1.6707,                0.22068,                      0,                0.73125,                0.89048,              0.0010258,              0.0010258,              0.0010258
                    249,                 1.2302,                0.12589,                      0,                0.58339,                0.83965,                0.92174,                0.88474,                0.93883,                0.49791,                0.93159,                0.89513,                0.95445,                0.90266,                 1.6543,                 0.2298,                      0,                0.71322,                0.88652,              0.0010219,              0.0010219,              0.0010219
                    250,                 1.1883,                 0.1244,                      0,                0.56732,                0.83783,                0.90397,                0.88732,                0.93758,                0.50481,                0.92322,                 0.9061,                0.96607,                0.91306,                 1.6443,                0.21229,                      0,                0.70664,                0.88434,              0.0010179,              0.0010179,              0.0010179
                    251,                 1.2166,                0.13304,                      0,                0.57119,                0.83035,                0.89022,                0.88732,                0.92603,                0.50328,                0.91849,                0.91549,                0.96306,                0.90456,                 1.6326,                0.23183,                      0,                0.69025,                0.88827,               0.001014,               0.001014,               0.001014
                    252,                 1.2507,                0.12985,                      0,                0.59131,                0.83352,                0.90089,                0.84977,                0.91228,                0.48155,                0.92552,                0.88732,                0.95358,                0.90087,                 1.6839,                 0.2236,                      0,                0.73909,                0.89508,                0.00101,                0.00101,                0.00101
                    253,                 1.2301,                0.11998,                      0,                0.57409,                0.83415,                0.92326,                0.86854,                0.91847,                0.50001,                0.89582,                0.92855,                0.95556,                0.91459,                 1.6155,                0.19477,                      0,                0.70149,                0.87903,               0.001006,               0.001006,               0.001006
                    254,                 1.2315,                0.13379,                      0,                0.57473,                0.83065,                0.89496,                0.88732,                0.93143,                0.50216,                0.90885,                0.91549,                0.96051,                0.91707,                 1.6619,                0.19276,                      0,                0.69235,                0.88562,              0.0010021,              0.0010021,              0.0010021
                    255,                  1.245,                0.12489,                      0,                0.58017,                0.83533,                0.90033,                0.88263,                0.92174,                0.50771,                0.92382,                0.91095,                0.96256,                0.91124,                 1.6437,                0.21157,                      0,                0.65838,                0.88386,             0.00099812,             0.00099812,             0.00099812
                    256,                 1.2102,                0.13169,                      0,                0.56349,                0.83214,                0.89747,                0.90406,                0.93621,                0.50596,                0.91609,                 0.9226,                0.96262,                0.91269,                 1.6222,                0.21125,                      0,                0.67673,                0.88421,             0.00099416,             0.00099416,             0.00099416
                    257,                 1.1912,                0.11966,                      0,                0.56129,                0.82743,                0.87874,                0.91549,                0.94024,                0.49622,                0.89134,                0.94366,                0.95716,                0.90737,                 1.6331,                0.22103,                      0,                0.67481,                0.88369,              0.0009902,              0.0009902,              0.0009902
                    258,                 1.2147,                0.12371,                      0,                0.57192,                0.83783,                0.87893,                0.89202,                0.93256,                0.48697,                0.90214,                0.91549,                0.95534,                 0.9052,                 1.6705,                0.21839,                      0,                0.71229,                0.89234,             0.00098624,             0.00098624,             0.00098624
                    259,                 1.2154,                0.12486,                      0,                0.57953,                0.83133,                0.90498,                0.89671,                0.93466,                0.50867,                0.91919,                 0.9108,                0.95596,                0.90131,                 1.6264,                0.22456,                      0,                0.68374,                0.88322,             0.00098228,             0.00098228,             0.00098228
                    260,                 1.1983,                0.13304,                      0,                0.57184,                0.83418,                 0.8925,                0.89202,                0.93335,                0.50306,                0.91593,                0.92071,                 0.9614,                0.89986,                 1.6222,                0.24493,                      0,                0.68356,                0.88442,             0.00097832,             0.00097832,             0.00097832
                    261,                 1.2535,                0.12318,                      0,                0.58238,                0.84177,                0.87413,                0.92488,                0.93457,                0.51066,                 0.8974,                0.94836,                0.96016,                0.90287,                 1.6372,                0.23003,                      0,                0.68421,                0.88331,             0.00097436,             0.00097436,             0.00097436
                    262,                 1.2388,                0.13903,                      0,                0.57471,                0.83318,                0.87615,                0.89672,                0.92793,                0.50941,                0.89342,                0.94366,                0.96169,                0.90686,                 1.6241,                 0.2202,                      0,                0.67902,                0.88232,              0.0009704,              0.0009704,              0.0009704
                    263,                 1.2075,                0.12538,                      0,                0.56593,                0.83685,                0.89611,                0.86385,                0.91886,                0.50303,                0.92818,                0.89671,                0.95868,                0.90302,                 1.6069,                0.21742,                      0,                 0.6972,                0.88248,             0.00096644,             0.00096644,             0.00096644
                    264,                  1.189,                0.12457,                      0,                0.56198,                 0.8326,                0.87406,                0.91236,                0.93572,                0.51922,                 0.8919,                0.93897,                0.96076,                0.90528,                 1.5913,                0.20552,                      0,                0.68731,                0.87899,             0.00096248,             0.00096248,             0.00096248
                    265,                 1.2222,                0.12712,                      0,                0.56744,                0.83212,                0.91111,                0.86623,                0.92184,                0.51916,                0.91513,                0.91117,                0.95476,                0.90908,                 1.5944,                0.19692,                      0,                0.69554,                0.87986,             0.00095852,             0.00095852,             0.00095852
                    266,                  1.208,                0.13279,                      0,                0.56669,                0.83202,                0.87071,                0.91695,                0.92595,                0.51118,                0.88467,                0.93897,                0.94581,                  0.903,                 1.6377,                0.20875,                      0,                0.70251,                0.88581,             0.00095456,             0.00095456,             0.00095456
                    267,                 1.1821,                0.12791,                      0,                 0.5575,                0.82863,                0.88631,                0.88732,                0.92229,                 0.4943,                 0.8734,                0.95305,                0.95344,                0.90117,                 1.6583,                0.22471,                      0,                0.70177,                0.89066,              0.0009506,              0.0009506,              0.0009506
                    268,                 1.1782,                 0.1308,                      0,                0.56293,                0.83036,                0.85875,                 0.9061,                0.90503,                0.48079,                0.87645,                0.94836,                0.94423,                0.88742,                  1.669,                0.23138,                      0,                0.69687,                0.89273,             0.00094664,             0.00094664,             0.00094664
                    269,                 1.1974,                0.12059,                      0,                0.56558,                0.82754,                0.91359,                0.88263,                0.91619,                0.48802,                0.91913,                 0.9108,                0.95373,                0.89894,                 1.6421,                0.21415,                      0,                0.69167,                0.89017,             0.00094268,             0.00094268,             0.00094268
